Day	SD4neg	SD3neg	SD2neg	SD1neg	SD0	SD1	SD2	SD3	SD4
1098	79.856	83.668	87.479	91.291	95.103	98.914	102.726	106.538	110.350
1099	79.875	83.688	87.500	91.313	95.125	98.938	102.751	106.563	110.376
1100	79.890	83.705	87.519	91.334	95.148	98.963	102.777	106.592	110.406
1101	79.909	83.725	87.540	91.355	95.171	98.986	102.802	106.617	110.433
1102	79.925	83.742	87.559	91.376	95.194	99.011	102.828	106.645	110.463
1103	79.940	83.759	87.578	91.397	95.216	99.035	102.855	106.674	110.493
1104	79.959	83.779	87.599	91.419	95.239	99.059	102.879	106.699	110.519
1105	79.974	83.796	87.618	91.440	95.262	99.084	102.905	106.727	110.549
1106	79.993	83.816	87.639	91.462	95.284	99.107	102.930	106.753	110.576
1107	80.008	83.833	87.658	91.482	95.307	99.132	102.956	106.781	110.606
1108	80.027	83.853	87.679	91.504	95.330	99.155	102.981	106.806	110.632
1109	80.043	83.870	87.697	91.525	95.352	99.180	103.007	106.835	110.662
1110	80.058	83.887	87.716	91.546	95.375	99.204	103.034	106.863	110.692
1111	80.077	83.907	87.737	91.567	95.398	99.228	103.058	106.888	110.718
1112	80.092	83.924	87.756	91.588	95.420	99.252	103.084	106.916	110.749
1113	80.111	83.944	87.777	91.610	95.443	99.276	103.109	106.942	110.775
1114	80.126	83.961	87.796	91.631	95.465	99.300	103.135	106.970	110.805
1115	80.145	83.981	87.816	91.652	95.488	99.324	103.160	106.995	110.831
1116	80.160	83.998	87.835	91.673	95.510	99.348	103.186	107.023	110.861
1117	80.175	84.015	87.854	91.694	95.533	99.373	103.212	107.052	110.891
1118	80.194	84.034	87.875	91.715	95.556	99.396	103.236	107.077	110.917
1119	80.209	84.051	87.894	91.736	95.578	99.420	103.263	107.105	110.947
1120	80.228	84.071	87.914	91.758	95.601	99.444	103.287	107.130	110.973
1121	80.243	84.088	87.933	91.778	95.623	99.468	103.313	107.158	111.003
1122	80.262	84.108	87.954	91.800	95.646	99.492	103.338	107.183	111.029
1123	80.277	84.125	87.973	91.820	95.668	99.516	103.364	107.212	111.059
1124	80.292	84.142	87.991	91.841	95.691	99.540	103.390	107.240	111.089
1125	80.311	84.162	88.012	91.863	95.713	99.564	103.414	107.265	111.115
1126	80.326	84.178	88.031	91.883	95.736	99.588	103.440	107.293	111.145
1127	80.345	84.198	88.051	91.905	95.758	99.611	103.465	107.318	111.171
1128	80.360	84.215	88.070	91.925	95.780	99.636	103.491	107.346	111.201
1129	80.379	84.235	88.091	91.947	95.803	99.659	103.515	107.371	111.227
1130	80.394	84.252	88.110	91.967	95.825	99.683	103.541	107.399	111.257
1131	80.412	84.271	88.130	91.989	95.848	99.707	103.565	107.424	111.283
1132	80.427	84.288	88.149	92.010	95.870	99.731	103.592	107.452	111.313
1133	80.442	84.305	88.167	92.030	95.893	99.755	103.618	107.480	111.343
1134	80.461	84.325	88.188	92.052	95.915	99.778	103.642	107.505	111.369
1135	80.476	84.341	88.207	92.072	95.937	99.803	103.668	107.533	111.399
1136	80.495	84.361	88.227	92.093	95.960	99.826	103.692	107.558	111.425
1137	80.510	84.378	88.246	92.114	95.982	99.850	103.718	107.586	111.454
1138	80.528	84.397	88.266	92.135	96.004	99.873	103.742	107.611	111.480
1139	80.543	84.414	88.285	92.156	96.027	99.898	103.768	107.639	111.510
1140	80.558	84.431	88.304	92.176	96.049	99.922	103.794	107.667	111.540
1141	80.577	84.451	88.324	92.198	96.071	99.945	103.819	107.692	111.566
1142	80.592	84.467	88.343	92.218	96.094	99.969	103.845	107.720	111.596
1143	80.611	84.487	88.363	92.240	96.116	99.992	103.869	107.745	111.621
1144	80.625	84.504	88.382	92.260	96.138	100.017	103.895	107.773	111.651
1145	80.644	84.523	88.402	92.281	96.161	100.040	103.919	107.798	111.677
1146	80.659	84.540	88.421	92.302	96.183	100.064	103.945	107.826	111.707
1147	80.678	84.559	88.441	92.323	96.205	100.087	103.969	107.851	111.733
1148	80.692	84.576	88.460	92.344	96.227	100.111	103.995	107.879	111.762
1149	80.711	84.596	88.480	92.365	96.250	100.134	104.019	107.903	111.788
1150	80.726	84.612	88.499	92.385	96.272	100.158	104.045	107.931	111.818
1151	80.741	84.629	88.517	92.406	96.294	100.182	104.071	107.959	111.847
1152	80.759	84.648	88.538	92.427	96.316	100.205	104.095	107.984	111.873
1153	80.774	84.665	88.556	92.447	96.338	100.230	104.121	108.012	111.903
1154	80.793	84.685	88.577	92.469	96.361	100.253	104.145	108.037	111.929
1155	80.807	84.701	88.595	92.489	96.383	100.277	104.170	108.064	111.958
1156	80.826	84.721	88.615	92.510	96.405	100.300	104.194	108.089	111.984
1157	80.841	84.737	88.634	92.530	96.427	100.324	104.220	108.117	112.013
1158	80.859	84.757	88.654	92.552	96.449	100.347	104.244	108.142	112.039
1159	80.874	84.773	88.673	92.572	96.471	100.371	104.270	108.169	112.069
1160	80.888	84.790	88.691	92.592	96.493	100.395	104.296	108.197	112.098
1161	80.907	84.809	88.711	92.613	96.516	100.418	104.320	108.222	112.124
1162	80.922	84.826	88.730	92.634	96.538	100.442	104.346	108.250	112.154
1163	80.940	84.845	88.750	92.655	96.560	100.465	104.370	108.274	112.179
1164	80.955	84.862	88.768	92.675	96.582	100.489	104.395	108.302	112.209
1165	80.973	84.881	88.789	92.696	96.604	100.512	104.419	108.327	112.234
1166	80.988	84.898	88.807	92.717	96.626	100.535	104.445	108.354	112.264
1167	81.006	84.917	88.827	92.738	96.648	100.558	104.469	108.379	112.290
1168	81.021	84.933	88.846	92.758	96.670	100.582	104.495	108.407	112.319
1169	81.040	84.953	88.866	92.779	96.692	100.605	104.518	108.431	112.345
1170	81.054	84.969	88.884	92.799	96.714	100.629	104.544	108.459	112.374
1171	81.069	84.986	88.903	92.819	96.736	100.653	104.570	108.487	112.404
1172	81.087	85.005	88.923	92.840	96.758	100.676	104.594	108.511	112.429
1173	81.102	85.021	88.941	92.861	96.780	100.700	104.619	108.539	112.459
1174	81.120	85.041	88.961	92.882	96.802	100.723	104.643	108.564	112.484
1175	81.135	85.057	88.979	92.902	96.824	100.746	104.669	108.591	112.513
1176	81.153	85.076	89.000	92.923	96.846	100.769	104.693	108.616	112.539
1177	81.168	85.093	89.018	92.943	96.868	100.793	104.718	108.643	112.568
1178	81.186	85.112	89.038	92.964	96.890	100.816	104.742	108.668	112.594
1179	81.201	85.128	89.056	92.984	96.912	100.840	104.768	108.695	112.623
1180	81.219	85.148	89.076	93.005	96.934	100.863	104.791	108.720	112.649
1181	81.233	85.164	89.095	93.025	96.956	100.886	104.817	108.748	112.678
1182	81.252	85.183	89.115	93.046	96.978	100.909	104.841	108.772	112.704
1183	81.266	85.200	89.133	93.066	97.000	100.933	104.866	108.800	112.733
1184	81.281	85.216	89.151	93.086	97.022	100.957	104.892	108.827	112.762
1185	81.299	85.235	89.171	93.107	97.043	100.979	104.916	108.852	112.788
1186	81.313	85.251	89.189	93.127	97.065	101.003	104.941	108.879	112.817
1187	81.332	85.271	89.209	93.148	97.087	101.026	104.965	108.904	112.842
1188	81.346	85.287	89.228	93.168	97.109	101.050	104.990	108.931	112.872
1189	81.365	85.306	89.248	93.189	97.131	101.072	105.014	108.956	112.897
1190	81.379	85.322	89.266	93.209	97.153	101.096	105.039	108.983	112.926
1191	81.397	85.341	89.286	93.230	97.174	101.119	105.063	109.007	112.952
1192	81.412	85.358	89.304	93.250	97.196	101.142	105.089	109.035	112.981
1193	81.430	85.377	89.324	93.271	97.218	101.165	105.112	109.059	113.006
1194	81.444	85.393	89.342	93.291	97.240	101.189	105.138	109.087	113.036
1195	81.462	85.412	89.362	93.312	97.262	101.211	105.161	109.111	113.061
1196	81.477	85.428	89.380	93.332	97.283	101.235	105.187	109.138	113.090
1197	81.491	85.445	89.398	93.352	97.305	101.259	105.212	109.166	113.119
1198	81.509	85.464	89.418	93.373	97.327	101.281	105.236	109.190	113.144
1199	81.524	85.480	89.436	93.392	97.349	101.305	105.261	109.217	113.174
1200	81.542	85.499	89.456	93.413	97.370	101.328	105.285	109.242	113.199
1201	81.556	85.515	89.474	93.433	97.392	101.351	105.310	109.269	113.228
1202	81.574	85.534	89.494	93.454	97.414	101.374	105.334	109.294	113.253
1203	81.589	85.550	89.512	93.474	97.436	101.397	105.359	109.321	113.283
1204	81.607	85.569	89.532	93.495	97.457	101.420	105.383	109.345	113.308
1205	81.621	85.586	89.550	93.515	97.479	101.443	105.408	109.372	113.337
1206	81.639	85.605	89.570	93.535	97.501	101.466	105.431	109.397	113.362
1207	81.653	85.621	89.588	93.555	97.522	101.490	105.457	109.424	113.391
1208	81.672	85.640	89.608	93.576	97.544	101.512	105.480	109.448	113.416
1209	81.686	85.656	89.626	93.596	97.566	101.536	105.506	109.476	113.445
1210	81.704	85.675	89.646	93.616	97.587	101.558	105.529	109.500	113.471
1211	81.718	85.691	89.664	93.636	97.609	101.582	105.554	109.527	113.500
1212	81.736	85.710	89.683	93.657	97.631	101.604	105.578	109.551	113.525
1213	81.751	85.726	89.701	93.677	97.652	101.628	105.603	109.578	113.554
1214	81.765	85.742	89.719	93.697	97.674	101.651	105.628	109.606	113.583
1215	81.783	85.761	89.739	93.717	97.695	101.674	105.652	109.630	113.608
1216	81.797	85.777	89.757	93.737	97.717	101.697	105.677	109.657	113.637
1217	81.815	85.796	89.777	93.758	97.738	101.719	105.700	109.681	113.662
1218	81.829	85.812	89.795	93.777	97.760	101.743	105.726	109.708	113.691
1219	81.847	85.831	89.814	93.798	97.782	101.765	105.749	109.733	113.716
1220	81.861	85.847	89.832	93.818	97.803	101.789	105.774	109.760	113.745
1221	81.879	85.866	89.852	93.838	97.825	101.811	105.798	109.784	113.770
1222	81.893	85.882	89.870	93.858	97.846	101.835	105.823	109.811	113.799
1223	81.911	85.901	89.890	93.879	97.868	101.857	105.846	109.835	113.824
1224	81.926	85.916	89.907	93.898	97.889	101.880	105.871	109.862	113.853
1225	81.944	85.935	89.927	93.919	97.911	101.903	105.894	109.886	113.878
1226	81.958	85.951	89.945	93.939	97.932	101.926	105.920	109.913	113.907
1227	81.976	85.970	89.965	93.959	97.954	101.948	105.943	109.937	113.932
1228	81.990	85.986	89.982	93.979	97.975	101.972	105.968	109.965	113.961
1229	82.008	86.005	90.002	94.000	97.997	101.994	105.991	109.989	113.986
1230	82.022	86.021	90.020	94.019	98.018	102.017	106.016	110.016	114.015
1231	82.040	86.040	90.040	94.040	98.040	102.040	106.040	110.040	114.040
1232	82.054	86.055	90.057	94.059	98.061	102.063	106.065	110.067	114.069
1233	82.072	86.074	90.077	94.080	98.082	102.085	106.088	110.091	114.093
1234	82.085	86.090	90.095	94.099	98.104	102.109	106.113	110.118	114.122
1235	82.103	86.109	90.114	94.120	98.125	102.131	106.136	110.142	114.147
1236	82.117	86.125	90.132	94.139	98.147	102.154	106.161	110.169	114.176
1237	82.131	86.141	90.150	94.159	98.168	102.177	106.186	110.196	114.205
1238	82.149	86.159	90.169	94.179	98.190	102.200	106.210	110.220	114.230
1239	82.163	86.175	90.187	94.199	98.211	102.223	106.235	110.247	114.259
1240	82.181	86.194	90.207	94.219	98.232	102.245	106.258	110.271	114.283
1241	82.195	86.210	90.224	94.239	98.254	102.268	106.283	110.298	114.312
1242	82.213	86.228	90.244	94.259	98.275	102.290	106.306	110.321	114.337
1243	82.227	86.244	90.262	94.279	98.296	102.314	106.331	110.348	114.366
1244	82.245	86.263	90.281	94.299	98.318	102.336	106.354	110.372	114.391
1245	82.259	86.279	90.299	94.319	98.339	102.359	106.379	110.399	114.419
1246	82.276	86.297	90.318	94.339	98.360	102.381	106.402	110.423	114.444
1247	82.290	86.313	90.336	94.359	98.382	102.404	106.427	110.450	114.473
1248	82.308	86.332	90.355	94.379	98.403	102.426	106.450	110.474	114.498
1249	82.322	86.347	90.373	94.399	98.424	102.450	106.475	110.501	114.526
1250	82.340	86.366	90.392	94.419	98.445	102.472	106.498	110.525	114.551
1251	82.354	86.382	90.410	94.438	98.467	102.495	106.523	110.551	114.580
1252	82.371	86.400	90.430	94.459	98.488	102.517	106.546	110.575	114.604
1253	82.385	86.416	90.447	94.478	98.509	102.540	106.571	110.602	114.633
1254	82.403	86.435	90.467	94.498	98.530	102.562	106.594	110.626	114.658
1255	82.417	86.450	90.484	94.518	98.552	102.585	106.619	110.653	114.686
1256	82.434	86.469	90.504	94.538	98.573	102.607	106.642	110.676	114.711
1257	82.448	86.485	90.521	94.557	98.594	102.630	106.667	110.703	114.740
1258	82.466	86.503	90.540	94.578	98.615	102.652	106.690	110.727	114.764
1259	82.480	86.519	90.558	94.597	98.636	102.675	106.715	110.754	114.793
1260	82.497	86.537	90.577	94.617	98.658	102.698	106.738	110.778	114.818
1261	82.511	86.553	90.595	94.637	98.679	102.720	106.762	110.804	114.846
1262	82.529	86.572	90.614	94.657	98.700	102.743	106.785	110.828	114.871
1263	82.543	86.587	90.632	94.676	98.721	102.765	106.810	110.855	114.899
1264	82.560	86.606	90.651	94.697	98.742	102.788	106.833	110.878	114.924
1265	82.574	86.621	90.669	94.716	98.763	102.811	106.858	110.905	114.952
1266	82.592	86.640	90.688	94.736	98.784	102.832	106.881	110.929	114.977
1267	82.605	86.655	90.705	94.755	98.805	102.855	106.905	110.956	115.006
1268	82.623	86.674	90.725	94.776	98.826	102.877	106.928	110.979	115.030
1269	82.637	86.689	90.742	94.795	98.848	102.900	106.953	111.006	115.059
1270	82.654	86.708	90.761	94.815	98.869	102.922	106.976	111.030	115.083
1271	82.668	86.723	90.779	94.834	98.890	102.945	107.001	111.056	115.112
1272	82.685	86.742	90.798	94.854	98.911	102.967	107.023	111.080	115.136
1273	82.699	86.757	90.815	94.874	98.932	102.990	107.048	111.106	115.165
1274	82.713	86.773	90.833	94.893	98.953	103.013	107.073	111.133	115.193
1275	82.730	86.791	90.852	94.913	98.974	103.035	107.096	111.157	115.217
1276	82.744	86.807	90.869	94.932	98.995	103.058	107.120	111.183	115.246
1277	82.761	86.825	90.889	94.952	99.016	103.080	107.143	111.207	115.270
1278	82.775	86.841	90.906	94.971	99.037	103.102	107.168	111.233	115.299
1279	82.793	86.859	90.925	94.992	99.058	103.124	107.191	111.257	115.323
1280	82.806	86.874	90.943	95.011	99.079	103.147	107.215	111.283	115.352
1281	82.824	86.893	90.962	95.031	99.100	103.169	107.238	111.307	115.376
1282	82.837	86.908	90.979	95.050	99.121	103.192	107.263	111.333	115.404
1283	82.855	86.927	90.998	95.070	99.142	103.214	107.285	111.357	115.429
1284	82.868	86.942	91.016	95.089	99.163	103.236	107.310	111.384	115.457
1285	82.886	86.960	91.035	95.109	99.184	103.258	107.333	111.407	115.482
1286	82.899	86.976	91.052	95.128	99.205	103.281	107.357	111.434	115.510
1287	82.917	86.994	91.071	95.148	99.226	103.303	107.380	111.457	115.534
1288	82.930	87.009	91.088	95.167	99.246	103.325	107.404	111.483	115.563
1289	82.948	87.028	91.108	95.187	99.267	103.347	107.427	111.507	115.587
1290	82.961	87.043	91.125	95.206	99.288	103.370	107.452	111.533	115.615
1291	82.979	87.061	91.144	95.227	99.309	103.392	107.474	111.557	115.639
1292	82.992	87.077	91.161	95.246	99.330	103.414	107.499	111.583	115.668
1293	83.010	87.095	91.180	95.266	99.351	103.436	107.522	111.607	115.692
1294	83.023	87.110	91.197	95.285	99.372	103.459	107.546	111.633	115.720
1295	83.041	87.129	91.217	95.305	99.393	103.481	107.569	111.657	115.745
1296	83.054	87.144	91.234	95.324	99.413	103.503	107.593	111.683	115.773
1297	83.071	87.162	91.253	95.343	99.434	103.525	107.616	111.706	115.797
1298	83.085	87.177	91.270	95.362	99.455	103.548	107.640	111.733	115.825
1299	83.102	87.196	91.289	95.382	99.476	103.569	107.663	111.756	115.850
1300	83.115	87.211	91.306	95.401	99.497	103.592	107.687	111.782	115.878
1301	83.133	87.229	91.325	95.421	99.517	103.614	107.710	111.806	115.902
1302	83.146	87.244	91.342	95.440	99.538	103.636	107.734	111.832	115.930
1303	83.164	87.262	91.361	95.460	99.559	103.658	107.757	111.856	115.954
1304	83.177	87.278	91.378	95.479	99.580	103.680	107.781	111.882	115.983
1305	83.194	87.296	91.397	95.499	99.600	103.702	107.804	111.905	116.007
1306	83.208	87.311	91.414	95.518	99.621	103.725	107.828	111.931	116.035
1307	83.225	87.329	91.433	95.538	99.642	103.746	107.851	111.955	116.059
1308	83.238	87.344	91.450	95.557	99.663	103.769	107.875	111.981	116.087
1309	83.256	87.363	91.469	95.576	99.683	103.790	107.897	112.004	116.111
1310	83.269	87.378	91.486	95.595	99.704	103.813	107.922	112.031	116.139
1311	83.286	87.396	91.505	95.615	99.725	103.834	107.944	112.054	116.163
1312	83.299	87.411	91.522	95.634	99.746	103.857	107.969	112.080	116.192
1313	83.317	87.429	91.541	95.654	99.766	103.879	107.991	112.103	116.216
1314	83.330	87.444	91.558	95.673	99.787	103.901	108.015	112.130	116.244
1315	83.347	87.462	91.577	95.692	99.808	103.923	108.038	112.153	116.268
1316	83.361	87.477	91.594	95.711	99.828	103.945	108.062	112.179	116.296
1317	83.378	87.496	91.613	95.731	99.849	103.967	108.084	112.202	116.320
1318	83.391	87.511	91.630	95.750	99.870	103.989	108.109	112.228	116.348
1319	83.408	87.529	91.649	95.770	99.890	104.011	108.131	112.251	116.372
1320	83.421	87.544	91.666	95.788	99.911	104.033	108.155	112.278	116.400
1321	83.439	87.562	91.685	95.808	99.931	104.054	108.178	112.301	116.424
1322	83.456	87.580	91.704	95.828	99.952	104.076	108.200	112.324	116.448
1323	83.469	87.595	91.721	95.847	99.972	104.098	108.224	112.350	116.476
1324	83.486	87.613	91.740	95.866	99.993	104.120	108.247	112.373	116.500
1325	83.499	87.628	91.757	95.885	100.014	104.142	108.271	112.399	116.528
1326	83.517	87.646	91.775	95.905	100.034	104.164	108.293	112.422	116.552
1327	83.530	87.661	91.792	95.924	100.055	104.186	108.317	112.449	116.580
1328	83.547	87.679	91.811	95.943	100.075	104.207	108.340	112.472	116.604
1329	83.560	87.694	91.828	95.962	100.096	104.230	108.364	112.498	116.632
1330	83.577	87.712	91.847	95.982	100.116	104.251	108.386	112.521	116.656
1331	83.590	87.727	91.864	96.000	100.137	104.274	108.410	112.547	116.684
1332	83.607	87.745	91.882	96.020	100.157	104.295	108.432	112.570	116.707
1333	83.620	87.760	91.899	96.039	100.178	104.317	108.457	112.596	116.735
1334	83.638	87.778	91.918	96.058	100.198	104.339	108.479	112.619	116.759
1335	83.651	87.793	91.935	96.077	100.219	104.361	108.503	112.645	116.787
1336	83.668	87.811	91.954	96.097	100.239	104.382	108.525	112.668	116.811
1337	83.681	87.826	91.970	96.115	100.260	104.405	108.549	112.694	116.839
1338	83.698	87.844	91.989	96.135	100.280	104.426	108.571	112.717	116.863
1339	83.711	87.858	92.006	96.153	100.301	104.448	108.596	112.743	116.890
1340	83.728	87.876	92.025	96.173	100.321	104.469	108.618	112.766	116.914
1341	83.741	87.891	92.041	96.191	100.342	104.492	108.642	112.792	116.942
1342	83.758	87.909	92.060	96.211	100.362	104.513	108.664	112.815	116.966
1343	83.771	87.924	92.077	96.230	100.382	104.535	108.688	112.841	116.994
1344	83.788	87.942	92.095	96.249	100.403	104.556	108.710	112.864	117.017
1345	83.801	87.957	92.112	96.268	100.423	104.579	108.734	112.890	117.045
1346	83.818	87.975	92.131	96.287	100.444	104.600	108.756	112.913	117.069
1347	83.831	87.989	92.148	96.306	100.464	104.622	108.780	112.939	117.097
1348	83.848	88.007	92.166	96.325	100.484	104.643	108.802	112.961	117.120
1349	83.861	88.022	92.183	96.344	100.505	104.666	108.826	112.987	117.148
1350	83.878	88.040	92.202	96.363	100.525	104.687	108.848	113.010	117.172
1351	83.891	88.055	92.218	96.382	100.545	104.709	108.873	113.036	117.200
1352	83.908	88.072	92.237	96.401	100.566	104.730	108.895	113.059	117.223
1353	83.921	88.087	92.253	96.420	100.586	104.752	108.919	113.085	117.251
1354	83.938	88.105	92.272	96.439	100.606	104.773	108.941	113.108	117.275
1355	83.951	88.120	92.289	96.458	100.627	104.796	108.965	113.133	117.302
1356	83.968	88.137	92.307	96.477	100.647	104.817	108.987	113.156	117.326
1357	83.981	88.152	92.324	96.496	100.667	104.839	109.010	113.182	117.354
1358	83.998	88.170	92.343	96.515	100.688	104.860	109.032	113.205	117.377
1359	84.010	88.185	92.359	96.533	100.708	104.882	109.056	113.231	117.405
1360	84.027	88.202	92.378	96.553	100.728	104.903	109.078	113.254	117.429
1361	84.040	88.217	92.394	96.571	100.748	104.925	109.102	113.279	117.456
1362	84.057	88.235	92.413	96.591	100.768	104.946	109.124	113.302	117.480
1363	84.074	88.253	92.431	96.610	100.789	104.967	109.146	113.325	117.503
1364	84.087	88.267	92.448	96.628	100.809	104.989	109.170	113.351	117.531
1365	84.104	88.285	92.466	96.648	100.829	105.010	109.192	113.373	117.555
1366	84.116	88.300	92.483	96.666	100.849	105.033	109.216	113.399	117.582
1367	84.133	88.317	92.501	96.685	100.870	105.054	109.238	113.422	117.606
1368	84.146	88.332	92.518	96.704	100.890	105.076	109.262	113.447	117.633
1369	84.163	88.350	92.536	96.723	100.910	105.097	109.283	113.470	117.657
1370	84.176	88.364	92.553	96.742	100.930	105.119	109.307	113.496	117.684
1371	84.192	88.382	92.571	96.761	100.950	105.140	109.329	113.518	117.708
1372	84.205	88.397	92.588	96.779	100.970	105.162	109.353	113.544	117.736
1373	84.222	88.414	92.606	96.798	100.990	105.183	109.375	113.567	117.759
1374	84.235	88.429	92.623	96.817	101.011	105.205	109.399	113.593	117.787
1375	84.252	88.446	92.641	96.836	101.031	105.226	109.420	113.615	117.810
1376	84.264	88.461	92.658	96.854	101.051	105.248	109.444	113.641	117.837
1377	84.281	88.479	92.676	96.874	101.071	105.268	109.466	113.663	117.861
1378	84.294	88.493	92.692	96.892	101.091	105.290	109.490	113.689	117.888
1379	84.311	88.511	92.711	96.911	101.111	105.311	109.512	113.712	117.912
1380	84.323	88.525	92.727	96.929	101.131	105.333	109.535	113.737	117.939
1381	84.340	88.543	92.746	96.949	101.151	105.354	109.557	113.760	117.963
1382	84.353	88.557	92.762	96.967	101.171	105.376	109.581	113.785	117.990
1383	84.369	88.575	92.780	96.986	101.192	105.397	109.603	113.808	118.014
1384	84.382	88.589	92.797	97.004	101.212	105.419	109.626	113.834	118.041
1385	84.399	88.607	92.815	97.023	101.232	105.440	109.648	113.856	118.064
1386	84.411	88.621	92.832	97.042	101.252	105.462	109.672	113.882	118.092
1387	84.428	88.639	92.850	97.061	101.272	105.482	109.693	113.904	118.115
1388	84.445	88.657	92.868	97.080	101.292	105.503	109.715	113.927	118.139
1389	84.457	88.671	92.885	97.098	101.312	105.525	109.739	113.952	118.166
1390	84.474	88.689	92.903	97.117	101.332	105.546	109.760	113.975	118.189
1391	84.487	88.703	92.919	97.135	101.352	105.568	109.784	114.000	118.217
1392	84.503	88.720	92.937	97.155	101.372	105.589	109.806	114.023	118.240
